# Mouse<->human orthologs derived from MGI HOM_MouseHumanSequence.rpt
# Source: https://www.informatics.jax.org/downloads/reports/HOM_MouseHumanSequence.rpt
# Downloaded 2026-07-31. Regenerate with scripts/build_orthologs.py
mouse_symbol	human_symbol	relationship
Alg10	ALG10B	many
Alg11	ALG11	1:1
Alg12	ALG12	1:1
Alg13	ALG13	1:1
Alg14	ALG14	1:1
Alg2	ALG2	1:1
Alg3	ALG3	1:1
Alg5	ALG5	1:1
Alg6	ALG6	1:1
Alg8	ALG8	1:1
Alg9	ALG9	1:1
Alk	ALK	1:1
Alkal1	ALKAL1	1:1
Alkal2	ALKAL2	1:1
Alkbh1	ALKBH1	1:1
Alkbh2	ALKBH2	1:1
Alkbh3	ALKBH3	1:1
Alkbh4	ALKBH4	1:1
Alkbh5	ALKBH5	1:1
Alkbh6	ALKBH6	1:1
Alkbh7	ALKBH7	1:1
Alkbh8	ALKBH8	1:1
Allc	ALLC	1:1
Alms1	ALMS1	1:1
Alox12	ALOX12	1:1
Alox12b	ALOX12B	1:1
Alox15	ALOX15	1:1
Alox5	ALOX5	1:1
Alox5ap	ALOX5AP	1:1
Alox8	ALOX15B	1:1
Aloxe3	ALOXE3	1:1
Alpi	ALPG	many
Alpi	ALPI	many
Alpi	ALPP	many
Alpk1	ALPK1	1:1
Alpk2	ALPK2	1:1
Alpk3	ALPK3	1:1
Alpl	ALPL	1:1
Alppl2	ALPG	many
Alppl2	ALPI	many
Alppl2	ALPP	many
Als2	ALS2	1:1
Als2cl	ALS2CL	1:1
Alx1	ALX1	1:1
Alx3	ALX3	1:1
Alx4	ALX4	1:1
Alyref	ALYREF	1:1
Alyref2	ALYREF	1:1
Alyreffm1	ALYREF	1:1
Alyreffm3	ALYREF	1:1
Alyreffm4	ALYREF	1:1
Alyreffm6	ALYREF	1:1
Alyreffm7	ALYREF	1:1
Alyreffm8	ALYREF	1:1
Alyreffm9	ALYREF	1:1
Amacr	AMACR	1:1
Ambn	AMBN	1:1
Ambp	AMBP	1:1
Ambra1	AMBRA1	1:1
Amd1	AMD1	1:1
Amd2	AMD1	1:1
Amdhd1	AMDHD1	1:1
Amdhd2	AMDHD2	1:1
Amelx	AMELX	many
Amelx	AMELY	many
Amer1	AMER1	1:1
Amer2	AMER2	1:1
Amer3	AMER3	1:1
Amfr	AMFR	1:1
Amh	AMH	1:1
Amhr2	AMHR2	1:1
Amigo1	AMIGO1	1:1
Amigo2	AMIGO2	1:1
Amigo3	AMIGO3	1:1
Ammecr1	AMMECR1	1:1
Ammecr1l	AMMECR1L	1:1
Amn	AMN	1:1
Amn1	AMN1	1:1
Amot	AMOT	1:1
Amotl1	AMOTL1	1:1
Amotl2	AMOTL2	1:1
Ampd1	AMPD1	1:1
Ampd2	AMPD2	1:1
Ampd3	AMPD3	1:1
Amph	AMPH	1:1
Amt	AMT	1:1
Amtn	AMTN	1:1
Amy1	AMY1A	many
Amy1	AMY1B	many
Amy1	AMY1C	many
Amy1	AMY2A	many
Amy1	AMY2B	many
Amy2a1	AMY1A	many
Amy2a1	AMY1B	many
Amy2a1	AMY1C	many
Amy2a1	AMY2A	many
Amy2a1	AMY2B	many
Amy2a2	AMY1A	many
Amy2a2	AMY1B	many
Amy2a2	AMY1C	many
Amy2a2	AMY2A	many
Amy2a2	AMY2B	many
Amy2a3	AMY1A	many
Amy2a3	AMY1B	many
Amy2a3	AMY1C	many
Amy2a3	AMY2A	many
Amy2a3	AMY2B	many
Amy2a4	AMY1A	many
Amy2a4	AMY1B	many
Amy2a4	AMY1C	many
Amy2a4	AMY2A	many
Amy2a4	AMY2B	many
Amy2a5	AMY1A	many
Amy2a5	AMY1B	many
Amy2a5	AMY1C	many
Amy2a5	AMY2A	many
Amy2a5	AMY2B	many
Amz1	AMZ1	1:1
Amz2	AMZ2	1:1
Anapc1	ANAPC1	1:1
Anapc10	ANAPC10	1:1
Anapc11	ANAPC11	1:1
Anapc13	ANAPC13	1:1
Anapc15	ANAPC15	1:1
Anapc16	ANAPC16	1:1
Anapc2	ANAPC2	1:1
Anapc4	ANAPC4	1:1
Anapc5	ANAPC5	1:1
Anapc7	ANAPC7	1:1
Ang	ANG	1:1
Ang2	ANG	1:1
Ang3	ANG	1:1
Ang4	ANG	1:1
Ang5	ANG	1:1
Ang6	ANG	1:1
Angel1	ANGEL1	1:1
Angel2	ANGEL2	1:1
Angpt1	ANGPT1	1:1
Angpt2	ANGPT2	1:1
Angpt4	ANGPT4	1:1
Angptl1	ANGPTL1	1:1
Angptl2	ANGPTL2	1:1
Angptl3	ANGPTL3	1:1
Angptl4	ANGPTL4	1:1
Angptl6	ANGPTL6	1:1
Angptl7	ANGPTL7	1:1
Angptl8	ANGPTL8	1:1
Ank	ANKH	1:1
Ank1	ANK1	1:1
Ank2	ANK2	1:1
Ank3	ANK3	1:1
Ankar	ANKAR	1:1
Ankdd1a	ANKDD1A	1:1
Ankdd1b	ANKDD1B	1:1
Ankef1	ANKEF1	1:1
Ankfn1	ANKFN1	1:1
Ankfy1	ANKFY1	1:1
Ankhd1	ANKHD1	many
Ankhd1	ANKHD1-EIF4EBP3	many
Ankib1	ANKIB1	1:1
Ankk1	ANKK1	1:1
Ankle1	ANKLE1	1:1
Ankle2	ANKLE2	1:1
Ankmy1	ANKMY1	1:1
Ankmy2	ANKMY2	1:1
Ankra2	ANKRA2	1:1
Ankrd1	ANKRD1	1:1
Ankrd10	ANKRD10	1:1
Ankrd11	ANKRD11	1:1
Ankrd12	ANKRD12	1:1
Ankrd13a	ANKRD13A	1:1
Ankrd13b	ANKRD13B	1:1
Ankrd13c	ANKRD13C	1:1
Ankrd13d	ANKRD13D	1:1
Ankrd16	ANKRD16	1:1
Ankrd17	ANKRD17	1:1
Ankrd2	ANKRD2	1:1
Ankrd22	ANKRD22	1:1
Ankrd23	ANKRD23	1:1
Ankrd24	ANKRD24	1:1
Ankrd26	ANKRD26	1:1
Ankrd27	ANKRD27	1:1
Ankrd28	ANKRD28	1:1
Ankrd29	ANKRD29	1:1
Ankrd31	ANKRD31	1:1
Ankrd33	ANKRD33	1:1
Ankrd33b	ANKRD33B	1:1
Ankrd34a	ANKRD34A	1:1
Ankrd34b	ANKRD34B	1:1
Ankrd34c	ANKRD34C	1:1
Ankrd35	ANKRD35	1:1
Ankrd37	ANKRD37	1:1
Ankrd39	ANKRD39	1:1
Ankrd40	ANKRD40	1:1
Ankrd40cl	ANKRD40CL	1:1
Ankrd42	ANKRD42	1:1
Ankrd44	ANKRD44	1:1
Ankrd45	ANKRD45	1:1
Ankrd46	ANKRD46	1:1
Ankrd49	ANKRD49	1:1
Ankrd50	ANKRD50	1:1
Ankrd52	ANKRD52	1:1
Ankrd53	ANKRD53	1:1
Ankrd54	ANKRD54	1:1
Ankrd55	ANKRD55	1:1
Ankrd6	ANKRD6	1:1
Ankrd60	ANKRD60	1:1
Ankrd61	ANKRD61	1:1
Ankrd63	ANKRD63	1:1
Ankrd65	ANKRD65	1:1
Ankrd66	ANKRD66	1:1
Ankrd7	ANKRD7	1:1
Ankrd9	ANKRD9	1:1
Anks1	ANKS1A	1:1
Anks1b	ANKS1B	1:1
Anks3	ANKS3	1:1
Anks4b	ANKS4B	1:1
Anks6	ANKS6	1:1
Ankub1	ANKUB1	1:1
Ankzf1	ANKZF1	1:1
Anln	ANLN	1:1
Ano1	ANO1	1:1
Ano10	ANO10	1:1
Ano2	ANO2	1:1
Ano3	ANO3	1:1
Ano4	ANO4	1:1
Ano5	ANO5	1:1
Ano6	ANO6	1:1
Ano7	ANO7	1:1
Ano8	ANO8	1:1
Ano9	ANO9	1:1
Anp32-ps	ANP32D	1:1
Anp32a	ANP32A	many
Anp32a	ANP32CP	many
Anp32b	ANP32B	1:1
Anp32e	ANP32E	1:1
Anpep	ANPEP	1:1
Antkmt	ANTKMT	1:1
Antxr1	ANTXR1	1:1
Antxr2	ANTXR2	1:1
Antxrl	ANTXRL	1:1
Anxa1	ANXA1	1:1
Anxa10	ANXA10	1:1
Anxa11	ANXA11	1:1
Anxa13	ANXA13	1:1
Anxa2	ANXA2	many
Anxa2	ANXA2P2	many
Anxa2r1	ANXA2R	1:1
Anxa2r2	ANXA2R	1:1
Anxa3	ANXA3	1:1
Anxa4	ANXA4	1:1
Anxa5	ANXA5	1:1
Anxa6	ANXA6	1:1
Anxa7	ANXA7	1:1
Anxa8	ANXA8	many
Anxa8	ANXA8L1	many
Anxa9	ANXA9	1:1
Aoah	AOAH	1:1
Aoc1	AOC1	1:1
Aoc1l1	AOC1	1:1
Aoc1l2	AOC1	1:1
Aoc1l3	AOC1	1:1
Aoc2	AOC2	1:1
Aoc3	AOC3	1:1
Aopep	AOPEP	1:1
Aox1	AOX1	1:1
Aox2	AOX2P	1:1
Aox3	AOX3P	1:1
Ap1ar	AP1AR	1:1
Ap1b1	AP1B1	1:1
Ap1g1	AP1G1	1:1
Ap1g2	AP1G2	1:1
Ap1m1	AP1M1	1:1
Ap1m2	AP1M2	1:1
Ap1s1	AP1S1	1:1
Ap1s2	AP1S2	1:1
Ap1s3	AP1S3	1:1
Ap2a1	AP2A1	1:1
Ap2a2	AP2A2	1:1
Ap2b1	AP2B1	1:1
Ap2m1	AP2M1	1:1
Ap2s1	AP2S1	1:1
Ap3b1	AP3B1	1:1
Ap3b2	AP3B2	1:1
Ap3d1	AP3D1	1:1
Ap3m1	AP3M1	1:1
Ap3m2	AP3M2	1:1
Ap3s1	AP3S1	1:1
Ap3s2	AP3S2	1:1
Ap4b1	AP4B1	1:1
Ap4e1	AP4E1	1:1
Ap4m1	AP4M1	1:1
Ap4s1	AP4S1	1:1
Ap5b1	AP5B1	1:1
Ap5m1	AP5M1	1:1
Ap5s1	AP5S1	1:1
Ap5z1	AP5Z1	1:1
Apaf1	APAF1	1:1
Apba1	APBA1	1:1
Apba2	APBA2	1:1
Apba3	APBA3	1:1
Apbb1	APBB1	1:1
Apbb1ip	APBB1IP	1:1
Apbb2	APBB2	1:1
Apbb3	APBB3	1:1
Apc	APC	1:1
Apc2	APC2	1:1
Apcdd1	APCDD1	1:1
Apcs	APCS	1:1
Apeh	APEH	1:1
Apela	APELA	1:1
Apex1	APEX1	1:1
Apex2	APEX2	1:1
Aph1a	APH1A	1:1
Aph1b	APH1B	1:1
Aph1c	APH1B	1:1
Api5	API5	1:1
Apip	APIP	1:1
Aplf	APLF	1:1
Apln	APLN	1:1
Aplnr	APLNR	1:1
Aplp1	APLP1	1:1
Aplp2	APLP2	1:1
Apmap	APMAP	1:1
Apoa1	APOA1	1:1
Apoa2	APOA2	1:1
Apoa4	APOA4	1:1
Apoa5	APOA5	1:1
Apob	APOB	1:1
Apobec1	APOBEC1	1:1
Apobec2	APOBEC2	1:1
Apobec3	APOBEC3B	many
Apobec3	APOBEC3D	many
Apobec3	APOBEC3F	many
Apobec3	APOBEC3G	many
Apobec3	APOBEC3H	many
Apobec4	APOBEC4	1:1
Apobr	APOBR	1:1
Apoc1	APOC1	1:1
Apoc2	APOC2	1:1
Apoc2l	APOC2	1:1
Apoc3	APOC3	1:1
Apoc4	APOC4	1:1
Apod	APOD	1:1
Apoe	APOE	1:1
Apof	APOF	1:1
Apoh	APOH	1:1
Apol10a	APOL1	1:1
Apol10b	APOL1	many
Apol10b	APOL2	many
Apol11a	APOL1	1:1
Apol11b	APOL1	many
Apol11b	APOL2	many
Apol6	APOL6	1:1
Apol7a	APOL1	many
Apol7a	APOL2	many
Apol7a	APOL4	many
Apol7b	APOL1	many
Apol7b	APOL2	many
Apol7b	APOL3	many
Apol7b	APOL4	many
Apol7c	APOL1	many
Apol7c	APOL2	many
Apol7c	APOL4	many
Apol7e	APOL1	many
Apol7e	APOL2	many
Apol7e	APOL4	many
Apol8	APOL1	many
Apol8	APOL2	many
Apol8	APOL3	many
Apol8	APOL4	many
Apol9a	APOL1	many
Apol9a	APOL2	many
Apol9b	APOL1	1:1
Apold1	APOLD1	1:1
Apom	APOM	1:1
Apon	APONP	1:1
Apoo	APOO	1:1
Apool	APOOL	1:1
App	APP	1:1
Appbp2	APPBP2	1:1
Appl1	APPL1	1:1
Appl2	APPL2	1:1
Aprt	APRT	1:1
Aptx	APTX	1:1
Aqp1	AQP1	1:1
Aqp11	AQP11	1:1
Aqp12	AQP12A	many
Aqp12	AQP12B	many
Aqp2	AQP2	1:1
Aqp3	AQP3	1:1
Aqp4	AQP4	1:1
Aqp5	AQP5	1:1
Aqp6	AQP6	1:1
Aqp7	AQP7	many
Aqp7	AQP7B	many
Aqp7	AQP7P3	many
Aqp8	AQP8	1:1
Aqp9	AQP9	1:1
Aqr	AQR	1:1
Ar	AR	1:1
Araf	ARAF	1:1
Arap1	ARAP1	1:1
Arap2	ARAP2	1:1
Arap3	ARAP3	1:1
Arb2a	ARB2A	1:1
Arc	ARC	1:1
Arcn1	ARCN1	1:1
Areg	AREG	1:1
Arel1	AREL1	1:1
Arf1	ARF1	1:1
Arf2	ARF2P	1:1
Arf3	ARF3	1:1
Arf4	ARF4	1:1
Arf5	ARF5	1:1
Arf6	ARF6	1:1
Arfgap1	ARFGAP1	1:1
Arfgap2	ARFGAP2	1:1
Arfgap3	ARFGAP3	1:1
Arfgef1	ARFGEF1	1:1
Arfgef2	ARFGEF2	1:1
Arfgef3	ARFGEF3	1:1
Arfip1	ARFIP1	1:1
Arfip2	ARFIP2	1:1
Arfrp1	ARFRP1	1:1
Arg1	ARG1	1:1
Arg2	ARG2	1:1
Arglu1	ARGLU1	1:1
Arhgap1	ARHGAP1	1:1
Arhgap10	ARHGAP10	1:1
Arhgap11a	ARHGAP11A	1:1
Arhgap12	ARHGAP12	1:1
Arhgap15	ARHGAP15	1:1
Arhgap17	ARHGAP17	1:1
Arhgap18	ARHGAP18	1:1
Arhgap19	ARHGAP19	1:1
Arhgap20	ARHGAP20	1:1
Arhgap21	ARHGAP21	1:1
Arhgap22	ARHGAP22	1:1
Arhgap23	ARHGAP23	1:1
Arhgap24	ARHGAP24	1:1
Arhgap25	ARHGAP25	1:1
Arhgap26	ARHGAP26	1:1
Arhgap27	ARHGAP27	1:1
Arhgap28	ARHGAP28	1:1
Arhgap29	ARHGAP29	1:1
Arhgap30	ARHGAP30	1:1
Arhgap31	ARHGAP31	1:1
Arhgap32	ARHGAP32	1:1
Arhgap33	ARHGAP33	1:1
Arhgap33os	TEX14BP	1:1
Arhgap35	ARHGAP35	1:1
Arhgap36	ARHGAP36	1:1
Arhgap39	ARHGAP39	1:1
Arhgap4	ARHGAP4	1:1
Arhgap40	ARHGAP40	1:1
Arhgap42	ARHGAP42	1:1
Arhgap44	ARHGAP44	1:1
Arhgap45	ARHGAP45	1:1
Arhgap5	ARHGAP5	1:1
Arhgap6	ARHGAP6	1:1
Arhgap8	ARHGAP8	1:1
Arhgap9	ARHGAP9	1:1
Arhgdia	ARHGDIA	1:1
Arhgdib	ARHGDIB	1:1
Arhgdig	ARHGDIG	1:1
Arhgef1	ARHGEF1	1:1
Arhgef10	ARHGEF10	1:1
Arhgef10l	ARHGEF10L	1:1
Arhgef11	ARHGEF11	1:1
Arhgef12	ARHGEF12	1:1
Arhgef15	ARHGEF15	1:1
Arhgef16	ARHGEF16	1:1
Arhgef17	ARHGEF17	1:1
Arhgef18	ARHGEF18	1:1
Arhgef19	ARHGEF19	1:1
Arhgef2	ARHGEF2	1:1
Arhgef25	ARHGEF25	1:1
Arhgef26	ARHGEF26	1:1
Arhgef28	ARHGEF28	1:1
Arhgef3	ARHGEF3	1:1
Arhgef33	ARHGEF33	1:1
Arhgef37	ARHGEF37	1:1
Arhgef38	ARHGEF38	1:1
Arhgef39	ARHGEF39	1:1
Arhgef4	ARHGEF4	1:1
Arhgef40	ARHGEF40	1:1
Arhgef5	ARHGEF5	1:1
Arhgef6	ARHGEF6	1:1
Arhgef7	ARHGEF7	1:1
Arhgef9	ARHGEF9	1:1
Arid1a	ARID1A	1:1
Arid1b	ARID1B	1:1
Arid2	ARID2	1:1
Arid3a	ARID3A	1:1
Arid3b	ARID3B	1:1
Arid3c	ARID3C	1:1
Arid4a	ARID4A	1:1
Arid4b	ARID4B	1:1
Arid5a	ARID5A	1:1
Arid5b	ARID5B	1:1
Arih1	ARIH1	1:1
Arih2	ARIH2	1:1
Arih2os	ARIH2OS	1:1
Ark2c	ARK2C	1:1
Ark2n	ARK2N	1:1
Arl1	ARL1	1:1
Arl10	ARL10	1:1
Arl11	ARL11	1:1
Arl13a	ARL13A	1:1
Arl13b	ARL13B	1:1
Arl14	ARL14	1:1
Arl14ep	ARL14EP	1:1
Arl14epl	ARL14EPL	1:1
Arl15	ARL15	1:1
Arl16	ARL16	1:1
Arl2	ARL2	1:1
Arl2bp	ARL2BP	1:1
Arl3	ARL3	1:1
Arl4a	ARL4A	1:1
Arl4c	ARL4C	1:1
Arl4d	ARL4D	1:1
Arl5a	ARL5A	1:1
Arl5b	ARL5B	1:1
Arl5c	ARL5C	1:1
Arl6	ARL6	1:1
Arl6ip1	ARL6IP1	1:1
Arl6ip4	ARL6IP4	1:1
Arl6ip5	ARL6IP5	1:1
Arl6ip6	ARL6IP6	1:1
Arl8a	ARL8A	1:1
Arl8b	ARL8B	1:1
Arl9	ARL9	1:1
Arln	ARLN	1:1
Armc1	ARMC1	1:1
Armc10	ARMC10	1:1
Armc12	ARMC12	1:1
Armc2	ARMC2	1:1
Armc3	ARMC3	1:1
Armc5	ARMC5	1:1
Armc6	ARMC6	1:1
Armc7	ARMC7	1:1
Armc8	ARMC8	1:1
Armc9	ARMC9	1:1
Armcx1	ARMCX1	1:1
Armcx2	ARMCX2	1:1
Armcx3	ARMCX3	1:1
Armcx4	ARMCX4	1:1
Armcx5	ARMCX5	1:1
Armcx6	ARMCX6	1:1
Armcx7-ps	ARMCX7P	1:1
Armh1	ARMH1	1:1
Armh2	ARMH2	1:1
Armh3	ARMH3	1:1
Armh4	ARMH4	1:1
Arnt	ARNT	1:1
Arnt2	ARNT2	1:1
Arpc1a	ARPC1A	1:1
Arpc1b	ARPC1B	1:1
Arpc2	ARPC2	1:1
Arpc3	ARPC3	1:1
Arpc4	ARPC4	1:1
Arpc5	ARPC5	1:1
Arpc5l	ARPC5L	1:1
Arpin	ARPIN	1:1
Arpp19	ARPP19	1:1
Arpp21	ARPP21	1:1
Arr3	ARR3	1:1
Arrb1	ARRB1	1:1
Arrb2	ARRB2	1:1
Arrdc1	ARRDC1	1:1
Arrdc2	ARRDC2	1:1
Arrdc3	ARRDC3	1:1
Arrdc4	ARRDC4	1:1
Arrdc5	ARRDC5	1:1
Arsa	ARSA	1:1
Arsb	ARSB	1:1
Arsg	ARSG	1:1
Arsi	ARSI	1:1
Arsj	ARSJ	1:1
Arsk	ARSK	1:1
Art1	ART1	1:1
Art2a	ART2P	1:1
Art2b	ART2BP	1:1
Art3	ART3	1:1
Art4	ART4	1:1
Art5	ART5	1:1
Artn	ARTN	1:1
Arv1	ARV1	1:1
Arvcf	ARVCF	1:1
Arx	ARX	1:1
As3mt	AS3MT	1:1
Asah1	ASAH1	1:1
Asah2	ASAH2	1:1
Asap1	ASAP1	1:1
Asap2	ASAP2	1:1
Asap3	ASAP3	1:1
Asb1	ASB1	1:1
Asb10	ASB10	1:1
Asb11	ASB11	1:1
Asb12	ASB12	1:1
Asb13	ASB13	1:1
Asb14	ASB14	1:1
Asb15	ASB15	1:1
Asb16	ASB16	1:1
Asb17	ASB17	1:1
Asb18	ASB18	1:1
Asb2	ASB2	1:1
Asb3	ASB3	many
Asb3	GPR75-ASB3	many
Asb4	ASB4	1:1
Asb5	ASB5	1:1
Asb6	ASB6	1:1
Asb7	ASB7	1:1
Asb8	ASB8	1:1
Asb9	ASB9	1:1
Ascc1	ASCC1	1:1
Ascc2	ASCC2	1:1
Ascc3	ASCC3	1:1
Ascl1	ASCL1	1:1
Ascl2	ASCL2	1:1
Ascl3	ASCL3	1:1
Ascl4	ASCL4	1:1
Ascl5	ASCL5	1:1
Asf1a	ASF1A	1:1
Asf1b	ASF1B	1:1
Asgr1	ASGR1	1:1
Asgr2	ASGR2	1:1
Ash1l	ASH1L	1:1
Ash2l	ASH2L	1:1
Asic1	ASIC1	1:1
Asic2	ASIC2	1:1
Asic3	ASIC3	1:1
Asic4	ASIC4	1:1
Asic5	ASIC5	1:1
Asl	ASL	1:1
Asmt	ASMT	1:1
Asns	ASNS	1:1
Asnsd1	ASNSD1	1:1
Aspa	ASPA	1:1
Aspdh	ASPDH	1:1
Aspg	ASPG	1:1
Asph	ASPH	1:1
Asphd1	ASPHD1	1:1
Asphd2	ASPHD2	1:1
Aspm	ASPM	1:1
Aspn	ASPN	1:1
Asprv1	ASPRV1	1:1
Aspscr1	ASPSCR1	1:1
Asrgl1	ASRGL1	1:1
Ass1	ASS1	1:1
Aste1	ASTE1	1:1
Astl	ASTL	1:1
Astn1	ASTN1	1:1
Astn2	ASTN2	1:1
Asxl1	ASXL1	1:1
Asxl2	ASXL2	1:1
Asxl3	ASXL3	1:1
Asz1	ASZ1	1:1
Atad1	ATAD1	1:1
Atad2	ATAD2	1:1
Atad2b	ATAD2B	1:1
Atad3a	ATAD3A	many
Atad3a	ATAD3B	many
Atad3a	ATAD3C	many
Atad5	ATAD5	1:1
Atat1	ATAT1	1:1
Atcay	ATCAY	1:1
Ate1	ATE1	1:1
Atf1	ATF1	1:1
Atf2	ATF2	1:1
Atf3	ATF3	1:1
Atf4	ATF4	1:1
Atf5	ATF5	1:1
Atf6	ATF6	1:1
Atf6b	ATF6B	1:1
Atf7	ATF7	1:1
Atf7ip	ATF7IP	1:1
Atf7ip2	ATF7IP2	1:1
Atg10	ATG10	1:1
Atg101	ATG101	1:1
Atg12	ATG12	1:1
Atg13	ATG13	1:1
Atg14	ATG14	1:1
Atg16l1	ATG16L1	1:1
Atg16l2	ATG16L2	1:1
Atg2a	ATG2A	1:1
Atg2b	ATG2B	1:1
Atg3	ATG3	1:1
Atg4a	ATG4A	1:1
Atg4a-ps	ATG4A	1:1
Atg4b	ATG4B	1:1
Atg4c	ATG4C	1:1
Atg4d	ATG4D	1:1
Atg5	ATG5	1:1
Atg5lrt	ATP5MG	many
Atg5lrt	ATP5MGL	many
Atg7	ATG7	1:1
Atg9a	ATG9A	1:1
Atg9b	ATG9B	1:1
Atic	ATIC	1:1
Atl1	ATL1	1:1
Atl2	ATL2	1:1
Atl3	ATL3	1:1
Atm	ATM	1:1
Atmin	ATMIN	1:1
Atn1	ATN1	1:1
Atoh1	ATOH1	1:1
Atoh7	ATOH7	1:1
Atoh8	ATOH8	1:1
Atosa	ATOSA	1:1
Atosb	ATOSB	1:1
Atox1	ATOX1	1:1
Atp10a	ATP10A	1:1
Atp10b	ATP10B	1:1
Atp10d	ATP10D	1:1
Atp11a	ATP11A	1:1
Atp11b	ATP11B	1:1
Atp11c	ATP11C	1:1
Atp12a	ATP12A	1:1
Atp13a1	ATP13A1	1:1
Atp13a2	ATP13A2	1:1
Atp13a3	ATP13A3	1:1
Atp13a4	ATP13A4	1:1
Atp13a5	ATP13A5	1:1
Atp1a1	ATP1A1	1:1
Atp1a2	ATP1A2	1:1
Atp1a3	ATP1A3	1:1
Atp1a4	ATP1A4	1:1
Atp1b1	ATP1B1	1:1
Atp1b2	ATP1B2	1:1
Atp1b3	ATP1B3	1:1
Atp1b4	ATP1B4	1:1
Atp23	ATP23	1:1
Atp2a1	ATP2A1	1:1
Atp2a2	ATP2A2	1:1
Atp2a3	ATP2A3	1:1
Atp2b1	ATP2B1	1:1
Atp2b2	ATP2B2	1:1
Atp2b3	ATP2B3	1:1
Atp2b4	ATP2B4	1:1
Atp2c1	ATP2C1	1:1
Atp2c2	ATP2C2	1:1
Atp4a	ATP4A	1:1
Atp4b	ATP4B	1:1
Atp5f1a	ATP5F1A	1:1
Atp5f1b	ATP5F1B	1:1
Atp5f1c	ATP5F1C	1:1
Atp5f1d	ATP5F1D	1:1
Atp5f1e	ATP5F1E	many
Atp5f1e	ATP5F1EP2	many
Atp5if1	ATP5IF1	1:1
Atp5mc1	ATP5MC1	1:1
Atp5mc2	ATP5MC2	1:1
Atp5mc3	ATP5MC3	1:1
Atp5me	ATP5ME	1:1
Atp5mf	ATP5MF	1:1
Atp5mg	ATP5MG	many
Atp5mg	ATP5MGL	many
Atp5mj	ATP5MJ	1:1
Atp5mk	ATP5MK	1:1
Atp5pb	ATP5PB	1:1
Atp5pd	ATP5PD	1:1
Atp5pf	ATP5PF	1:1
Atp5po	ATP5PO	1:1
Atp6ap1	ATP6AP1	1:1
Atp6ap1l	ATP6AP1L	1:1
Atp6ap2	ATP6AP2	1:1
Atp6v0a1	ATP6V0A1	1:1
Atp6v0a2	ATP6V0A2	1:1
Atp6v0a4	ATP6V0A4	1:1
Atp6v0b	ATP6V0B	1:1
Atp6v0c	ATP6V0C	1:1
Atp6v0d1	ATP6V0D1	1:1
Atp6v0d2	ATP6V0D2	1:1
Atp6v0e	ATP6V0E1	1:1
Atp6v0e2	ATP6V0E2	1:1
Atp6v1a	ATP6V1A	1:1
Atp6v1b1	ATP6V1B1	1:1
Atp6v1b2	ATP6V1B2	1:1
Atp6v1c1	ATP6V1C1	1:1
Atp6v1c2	ATP6V1C2	1:1
Atp6v1d	ATP6V1D	1:1
Atp6v1e1	ATP6V1E1	1:1
Atp6v1e2	ATP6V1E2	1:1
Atp6v1f	ATP6V1F	1:1
Atp6v1g1	ATP6V1G1	1:1
Atp6v1g2	ATP6V1G2	1:1
Atp6v1g3	ATP6V1G3	1:1
Atp6v1h	ATP6V1H	1:1
Atp7a	ATP7A	1:1
Atp7b	ATP7B	1:1
Atp8a1	ATP8A1	1:1
Atp8a2	ATP8A2	1:1
Atp8b1	ATP8B1	1:1
Atp8b2	ATP8B2	1:1
Atp8b3	ATP8B3	1:1
Atp8b4	ATP8B4	1:1
Atp8b5	ATP8B5P	1:1
Atp9a	ATP9A	1:1
Atp9b	ATP9B	1:1
Atpaf1	ATPAF1	1:1
Atpaf2	ATPAF2	1:1
Atpsckmt	ATPSCKMT	1:1
Atr	ATR	1:1
Atraid	ATRAID	1:1
Atrip	ATRIP	1:1
Atrn	ATRN	1:1
Atrnl1	ATRNL1	1:1
Atrx	ATRX	1:1
Atxn1	ATXN1	1:1
Atxn10	ATXN10	1:1
Atxn1l	ATXN1L	1:1
Atxn2	ATXN2	1:1
Atxn2l	ATXN2L	1:1
Atxn3	ATXN3	1:1
Atxn7	ATXN7	1:1
Atxn7l1	ATXN7L1	1:1
Atxn7l2	ATXN7L2	1:1
Atxn7l3	ATXN7L3	1:1
Atxn7l3b	ATXN7L3B	1:1
Auh	AUH	1:1
Aunip	AUNIP	1:1
Aup1	AUP1	1:1
Aurka	AURKA	1:1
Aurkaip1	AURKAIP1	1:1
Aurkb	AURKB	1:1
Aurkc	AURKC	1:1
Auts2	AUTS2	1:1
Aven	AVEN	1:1
Avil	AVIL	1:1
Avl9	AVL9	1:1
Avp	AVP	1:1
Avpi1	AVPI1	1:1
Avpr1a	AVPR1A	1:1
Avpr1b	AVPR1B	1:1
Avpr2	AVPR2	1:1
Awat1	AWAT1	1:1
Awat2	AWAT2	1:1
Axdnd1	AXDND1	1:1
Axin1	AXIN1	1:1
Axin2	AXIN2	1:1
Axl	AXL	1:1
Azgp1	AZGP1	1:1
Azi2	AZI2	1:1
Azin1	AZIN1	1:1
Azin2	AZIN2	1:1
B230217C12Rik	LASP1NB	1:1
B230219D22Rik	C5orf24	1:1
B2m	B2M	1:1
B3galnt1	B3GALNT1	1:1
B3galnt2	B3GALNT2	1:1
B3galt1	B3GALT1	1:1
B3galt2	B3GALT2	1:1
B3galt4	B3GALT4	1:1
B3galt5	B3GALT5	1:1
B3galt6	B3GALT6	1:1
B3galt9	B3GALT9	1:1
